prod_name,prod_size,prod_infl_aug,prod_infl_jul,prod_infl_change_aug,prod_infl_change_jul,prod_scat,prod_cat,prod_id,prod_sum
Hauptspeise. asiat. Restaurant,0.26,111.90,110.20,44682.00,44750.00,11,37,96000,0
Mittagsmenü. -buffet. asiat. Restaurant,0.22,117.60,116.80,0.70,44691.00,11,37,96100,0
Leberkäse. heiß,0.18,109.50,109.50,0.00,44660.00,11,37,91500,0
Pizza inkl. Zustellung,0.38,109.60,109.90,-0.30,44690.00,11,37,91600,0
Belegtes Gebäck,0.18,115.20,115.00,0.20,44632.00,11,37,91700,0
Kebab. Imbissstand,0.23,120.20,119.60,0.50,14.00,11,37,91800,0
Getränk. Imbissstand,0.31,115.20,115.00,0.20,44722.00,11,37,91900,0
Fast Food,0.25,119.00,111.50,44748.00,44609.00,11,37,92000,0
Essen auf Rädern,0.11,106.20,106.20,0.00,44654.00,11,37,92400,0
Würstel. Imbissstand,0.20,117.70,117.80,-0.10,44725.00,11,37,93100,0
Kantinen,0.64,108.10,107.10,0.90,44626.00,11,37,246,1
Kantinenmenü,0.32,109.30,108.30,0.90,44627.00,11,37,96200,0
Snack,0.10,113.80,110.60,44806.00,44753.00,11,37,96300,0
Mittagessen Schule / Kindergarten,0.22,103.60,103.60,0.00,44622.00,11,37,96400,0
Beherbergungsdienstleistungen,1.63,124.50,120.70,44564.00,44752.00,11,38,247,3
Beherbergungsdienstleistungen,1.63,124.50,120.70,44564.00,44752.00,11,38,248,1
Hotel. 4/5-Stern,0.21,137.80,128.20,44688.00,44793.00,11,38,96600,0
Zimmer mit Frühstück. 4/5-Stern,0.24,113.50,111.50,44774.00,44687.00,11,38,96900,0
Zimmer mit Frühstück. 3-Stern,0.33,117.10,116.20,0.80,44605.00,11,38,97000,0
Privatzimmer im Inland,0.06,118.00,116.30,44682.00,44690.00,11,38,97100,0
Wellnesshotel,0.21,112.10,109.80,44563.00,44747.00,11,38,97400,0
Ferienwohnung,0.15,116.70,109.60,44687.00,44629.00,11,38,97200,0
Übernachtung im Ausland,0.37,137.70,133.10,44684.00,44751.00,11,38,97300,0
Studentenheim,0.06,107.00,107.00,0.00,44808.00,11,38,96800,0
VERSCHIEDENE WAREN. DIENSTLEISTUNGEN,8.83,103.70,103.60,0.10,44622.00,12,38,249,2
Körperpflege,2.41,103.60,103.60,0.00,3.00,12,39,250,3
Friseur- u. Kosmetiksalons u. a. Einrichtungen f. d. Körperpflege,1.09,108.10,107.80,0.30,5.00,12,39,260,1
Herrenhaarschnitt,0.13,107.70,107.60,0.10,44807.00,12,39,98400,0
Damenhaarschnitt,0.35,105.80,105.50,0.30,44595.00,12,39,98000,0
Haarfärben,0.19,109.30,109.00,0.30,44685.00,12,39,98200,0
Handpflege / Maniküre,0.08,110.60,110.10,0.50,44688.00,12,39,97500,0
Fußpflege / Pediküre,0.07,111.10,110.20,0.80,44719.00,12,39,97600,0
Massage,0.12,109.30,109.30,0.00,44718.00,12,39,97700,0
Gesichtsbehandlung,0.15,108.80,108.30,0.50,44657.00,12,39,97800,0
Elektrische Geräte für die Körperpflege,0.05,107.60,106.40,44562.00,44567.00,12,39,261,1
Elektrische Zahnbürste / Dentalcenter,0.02,113.60,112.60,0.90,44814.00,12,39,98800,0
Elektrischer Rasierapparat,0.03,102.70,101.50,44593.00,44653.00,12,39,98900,0
Andere Erzeugnisse für die Körperpflege,1.28,99.80,100.00,-0.20,44621.00,12,39,262,1
Zahnbürste,0.03,99.00,98.60,0.40,1.00,12,39,100100,0
Rasierklingen,0.06,97.90,97.50,0.40,-2.90,12,39,101000,0
Haartönung,0.06,98.70,100.40,-1.70,-0.20,12,39,99100,0
Haarshampoo,0.10,98.20,98.20,0.00,-0.10,12,39,99200,0
Ganzkörperpflegecreme,0.10,91.90,92.30,-0.40,-2.80,12,39,99300,0
Tampons,0.06,93.80,94.10,-0.30,44598.00,12,39,99400,0
Gesichtscreme,0.20,98.20,97.90,0.30,-2.70,12,39,99600,0
Eau de Toilette,0.10,107.20,107.20,0.00,44687.00,12,39,99700,0
Make up,0.04,102.90,103.20,-0.30,44714.00,12,39,99800,0
Wimperntusche,0.06,97.70,103.40,-5.50,-3.50,12,39,99900,0
Zahncreme,0.09,102.10,102.40,-0.30,-0.10,12,39,100000,0
Duschgel,0.11,96.50,96.90,-0.40,0.30,12,39,100400,0
Toilettenpapier,0.08,118.60,118.40,0.20,44823.00,12,39,100500,0
Papiertaschentücher,0.04,113.70,112.30,44593.00,44787.00,12,39,100600,0
Wegwerfwindeln,0.05,91.40,91.80,-0.40,-5.60,12,39,100700,0
Babyfeuchttücher,0.03,96.50,97.30,-0.80,-2.30,12,39,100800,0
Deodorant,0.04,96.50,93.60,44564.00,44743.00,12,39,100900,0
Persönliche Gebrauchsgegenstände. a.n.g.,0.74,108.40,108.50,-0.10,44811.00,12,40,263,3
Schmuck und Uhren,0.32,111.70,111.70,0.00,44716.00,12,40,264,1
Ehering / Ring,0.16,116.90,116.90,0.00,44566.00,12,40,101200,0
Halskette,0.07,110.60,110.60,0.00,7.00,12,40,101400,0
Damenarmbanduhr,0.09,104.30,104.30,0.00,44563.00,12,40,101600,0
Sonstige persönliche Gebrauchsgüter,0.42,105.40,105.50,-0.10,44722.00,12,40,265,1
Rucksack,0.02,112.60,115.00,-2.10,44718.00,12,40,101700,0
Damenhandtasche,0.11,99.70,100.60,-0.90,44786.00,12,40,101900,0
Trolley,0.09,111.30,110.10,44562.00,44789.00,12,40,102200,0
Kinderbuggy,0.05,106.50,106.60,-0.10,44662.00,12,40,102400,0
Damenschirm,0.06,101.50,102.00,-0.50,44685.00,12,40,101800,0
Sarg,0.10,107.50,107.50,0.00,44626.00,12,40,102300,0
Sozialschutz,0.77,104.10,104.10,0.00,44652.00,12,41,266,3
Dienstleistungen sozialer Einrichtungen,0.77,104.10,104.10,0.00,44652.00,12,41,267,1
Nachmittagsbetreuung öffentlich,0.17,99.90,99.90,0.00,-0.20,12,41,102600,0
Kinderkrippe,0.01,105.40,105.40,0.00,44621.00,12,41,102700,0
Tagesmutter,0.00,106.20,106.20,0.00,5.00,12,41,102800,0
Wohnplatz Senioren (3 Positionen),0.22,107.10,107.10,0.00,3.00,12,41,268,0
Heim-. Pflege-. Altenhilfe,0.13,109.30,109.30,0.00,44654.00,12,41,103000,0
24-Stunden-Betreuung,0.23,101.20,101.20,0.00,-0.10,12,41,103100,0
Versicherungen,4.18,102.40,102.30,0.10,0.90,12,42,269,3
Versicherungen im Zusammenhang mit der Wohnung,0.98,101.70,101.70,0.00,44621.00,12,42,270,1
Eigenheimbündelversicherung,0.65,103.40,103.40,0.00,44564.00,12,42,103700,0
Hausratsversicherung,0.32,98.20,98.20,0.00,-2.50,12,42,103800,0
Versicherungen im Zusammenhang mit der Gesundheit,1.60,103.80,103.80,0.00,44593.00,12,42,271,1
Unfallversicherung,0.54,102.70,102.70,0.00,44774.00,12,42,104190,0
Private Krankenversicherung,1.07,104.30,104.30,0.00,0.90,12,42,272,0
Versicherungen im Zusammenhang mit dem Verkehr,1.45,100.90,100.80,0.10,0.00,12,42,273,1
Autorechtsschutzversicherung,0.03,107.10,106.00,1.00,44778.00,12,42,104200,0
Motorradhaftpflichtversicherung,0.04,101.80,101.80,0.00,0.70,12,42,104300,0
Haftpflichtversicherung (5 Positionen),1.20,100.70,100.70,0.00,-0.40,12,42,274,0
Teilkaskoversicherung (5 Positionen),0.18,100.20,100.20,0.00,1.00,12,42,275,0
Sonstige Versicherungen,0.16,108.70,105.20,44623.00,44718.00,12,42,276,1
Rechtsschutzversicherung,0.16,108.70,105.20,44623.00,44718.00,12,42,105600,0
Finanzdienstleistungen. a.n.g.,0.12,105.60,105.60,0.00,44654.00,12,43,277,3
Finanzdienstleistungen. a.n.g. Kategorie,0.12,105.60,105.60,0.00,44654.00,12,43,278,1
Depotgebühren,0.04,104.90,104.90,0.00,44775.00,12,43,105700,0
Bankgebühren. Kreditkarte (3 Positionen),0.08,106.00,106.00,0.00,44776.00,12,43,279,0
Sonstige Dienstleistungen. a.n.g.,0.61,105.40,105.40,0.00,3.00,12,44,280,3
Andere Dienstleistungen. a.n.g.,0.61,105.40,105.40,0.00,3.00,12,44,281,1
Reisepass. Ausstellungsgebühr,0.09,100.00,100.00,0.00,0.00,12,44,106500,0
Rechtsanwalt,0.10,103.40,103.40,0.00,44683.00,12,44,106300,0
Begräbniskosten. Dienstleistung,0.19,107.50,107.50,0.00,44625.00,12,44,106100,0
Friedhofsgebühr,0.19,105.40,105.40,0.00,44743.00,12,44,106200,0
Vermittlergebühren. Mietwohnung,0.04,112.40,112.40,0.00,44747.00,12,44,106400,0
ERZIEHUNG UND UNTERRICHT,0.98,104.10,104.10,0.00,44683.00,10,31,230,2
Dienstl. d. Bildungseinr. d. Elementar- und Primarbereichs,0.15,104.90,104.90,0.00,4.00,10,32,232,1
Kindergartengebühr (3 Positionen),0.09,105.60,105.60,0.00,44808.00,10,32,233,0
Fortbildungskurs. -lehrgang,0.18,103.30,103.30,0.00,44743.00,10,36,91300,0
